persona,Compassion for those who are suffering is the most crucial virtue.,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",I am proud of my country’s history.,Respect for authority is something all children need to learn.,"People should not do things that are disgusting, even if no one is harmed.",It is better to do good than to do bad.,One of the worst things a person could do is hurt a defenseless animal.,Justice is the most important requirement for a society.,"People should be loyal to their family members, even when they have done something wrong.",Men and women each have different roles to play in society.,I would call some acts wrong on the grounds that they are unnatural.,It can never be right to kill a human being.,I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.,It is more important to be a team player than to express oneself.,"If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.",Chastity is an important and valuable virtue.
"highly closed to experience, unconscientious, introverted, antagonistic and neurotic",strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
"slightly closed to experience, unconscientious, introverted, antagonistic and neurotic",strongly disagree,strongly disagree,moderately disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,moderately disagree,moderately disagree,slightly agree,slightly agree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, highly unconscientious, introverted, antagonistic and neurotic",strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, slightly unconscientious, introverted, antagonistic and neurotic",strongly disagree,strongly disagree,moderately disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,moderately disagree,strongly disagree,strongly disagree,slightly agree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, highly introverted, antagonistic and neurotic",strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, slightly introverted, antagonistic and neurotic",strongly disagree,strongly disagree,moderately disagree,strongly disagree,slightly agree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,slightly agree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, introverted, highly antagonistic and neurotic",strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, introverted, slightly antagonistic and neurotic",strongly disagree,moderately disagree,moderately disagree,strongly disagree,moderately disagree,slightly agree,slightly disagree,moderately disagree,moderately disagree,slightly agree,moderately disagree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, introverted, antagonistic and highly neurotic",strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, unconscientious, introverted, antagonistic and slightly neurotic",strongly disagree,strongly disagree,moderately disagree,strongly disagree,strongly disagree,moderately disagree,moderately disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"highly closed to experience, unconscientious, introverted, antagonistic and emotionally stable",strongly disagree,moderately disagree,slightly disagree,strongly disagree,slightly agree,slightly agree,slightly agree,moderately disagree,strongly disagree,slightly agree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree
"slightly closed to experience, unconscientious, introverted, antagonistic and emotionally stable",strongly disagree,slightly disagree,slightly disagree,moderately disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,moderately disagree,slightly agree,slightly agree,moderately disagree,slightly disagree,strongly disagree,moderately agree,strongly disagree
"closed to experience, highly unconscientious, introverted, antagonistic and emotionally stable",strongly disagree,moderately disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,moderately disagree,strongly disagree,slightly agree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree
"closed to experience, slightly unconscientious, introverted, antagonistic and emotionally stable",strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,moderately disagree,slightly disagree,slightly agree,slightly agree,moderately disagree,slightly disagree,strongly disagree,moderately agree,strongly disagree
"closed to experience, unconscientious, highly introverted, antagonistic and emotionally stable",strongly disagree,moderately disagree,slightly disagree,strongly disagree,slightly agree,moderately agree,slightly disagree,moderately disagree,strongly disagree,slightly agree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree
"closed to experience, unconscientious, slightly introverted, antagonistic and emotionally stable",strongly disagree,moderately disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,moderately disagree,moderately disagree,slightly agree,slightly agree,moderately disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree
"closed to experience, unconscientious, introverted, highly antagonistic and emotionally stable",strongly disagree,strongly disagree,moderately disagree,strongly disagree,slightly agree,slightly agree,slightly disagree,moderately disagree,strongly disagree,slightly agree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree
"closed to experience, unconscientious, introverted, slightly antagonistic and emotionally stable",strongly disagree,moderately disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,moderately disagree,moderately disagree,slightly disagree,slightly agree,moderately disagree,slightly disagree,strongly disagree,moderately agree,strongly disagree
"closed to experience, unconscientious, introverted, antagonistic and highly emotionally stable",strongly disagree,moderately disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly agree,moderately disagree,strongly disagree,slightly agree,strongly disagree,moderately disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree
"closed to experience, unconscientious, introverted, antagonistic and slightly emotionally stable",strongly disagree,moderately disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,moderately disagree,strongly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree
